populacao,indice_renda_per_capta,porcentagem_nivel_basico,porcentagem_sem_nivel_medio,porcentagem_com_nivel_superior,porcentagem_desempregados,porcentagem_de_roubos_a_cada_100_mil
23799,10188,14.83,35.08,18.92,9.19,117.95
23875,13576,6.17,16.83,17.67,5.61,54.87
23916,13957,10.04,19.66,16.54,3.43,3.64
23928,11039,5.45,23.07,9.65,7.85,117.16
23928,19560,06.06,16.58,28.06,3.7,70.63
23930,14063,6.65,21.38,12.55,6.76,313.81
23936,26106,3.88,8.37,48.96,2.55,228.33
24079,9509,3.87,12.34,13.89,7.81,44.9
24093,12531,8.36,27.6,5.6,11.36,60.59
24124,13396,6.88,19.36,23.65,5.46,160.78
24127,25827,2.13,8.47,36.77,3.41,39.56
24137,14678,7.96,26.5,12.57,05.09,161.98
24146,20508,3.94,12.83,36.63,4.95,27.82
24152,34752,2.37,6.57,56.4,3.11,36.38
24160,13525,12.18,29.73,16.05,6.63,165.65
24174,18776,4.2,13.21,26.61,5.29,35.15
24250,17122,8.67,20.52,25.09,5.39,147.59
24288,16246,3.61,9.84,27.62,3.39,32.37
24309,13511,10.24,23.27,19.08,6.69,34.21
24363,14418,5.19,20.98,13.3,3.19,18.17
24410,45640,02.02,6.95,60.51,3.17,92.82
24414,14987,4.83,14.82,27.88,3.75,26.75
24426,12498,8.74,26.45,14.17,7.44,116.92
24437,20663,2.81,9.59,32.62,4.19,77.32
24453,15080,7.35,23.48,17.35,7.1,133.96
24458,18713,7.11,17.66,23.77,05.04,47.97
24461,12912,13.6,28.58,17.78,3.58,15.94
24512,17681,3.53,11,28.5,3.27,22.27
24529,24200,3.33,9.32,43.06,04.08,50.87
24544,15863,6.33,23.18,14.66,4.51,103.49
24559,24962,5.67,12.19,40.26,2.43,132.85
24587,20714,1.49,4.99,42.14,2.45,3.68
24603,11602,2.22,11.27,15.58,04.05,28.59
24631,14325,4.61,14.46,38.97,5.25,8.15
24638,15766,1.66,8.25,27.88,3.76,17.79
24656,14756,05.02,13.06,24.93,4.94,98.58
24664,10906,7.24,25.37,11.45,7.43,78.63
24692,12779,8.18,22.43,15.11,3.31,32.42
24692,9935,3.97,12.72,14.14,2.85,25.44
24699,10038,15.06,34.74,14.37,8.5,167.92
24710,21916,5.41,14.19,33.8,3.28,38.68
24720,26793,3.19,8.35,54.74,3.87,11.71
24725,14154,10.9,28.73,17.76,6.59,381.32
24727,25929,5.43,12.32,43.95,3.63,111.92
24730,11512,11.83,28.34,10.31,06.05,28.34
24800,11203,11.62,36.72,8.15,4.84,105.65
24825,19009,4.36,13.31,26.03,6.39,23.31
24832,15547,9.45,20.15,20.84,2.86,538.56
24846,10655,5.8,17.84,34.17,7.5,463.39
24848,14752,3.89,16.16,21.44,4.1,458.83
24850,25820,7.9,19.9,34.68,5.32,275.8
24854,15476,1.96,06.02,20.46,3.86,2.96
24927,11939,14.15,22.7,22.63,3.57,15.77
24967,14101,04.07,14.66,17.61,4.98,214.89
25001,15876,07.06,16.55,30.79,5.46,49.87
25042,15413,6.88,16.87,24.34,5.66,3.99
25058,22054,3.82,13.96,34.7,4.61,102.99
25062,11650,23.03,39.95,9.94,7.66,240.1
25067,22202,6.13,14.6,31.19,3.68,94.97
25083,28853,1.19,5.62,53.32,2.95,3.92
25084,12704,07.08,26.23,12.99,6.29,342.6
25086,12849,13.29,26.19,23.66,5.32,22.12
25098,25695,4.14,13.68,31.57,2.9,139.68
25158,10505,14.03,34.18,11.64,10.16,1143.81
25178,13424,7.79,19.15,17.76,4.46,35.93
25198,11346,9.44,28.86,6.22,14.01,270.35
25265,14134,5.74,20.22,13.87,3.68,103.18
25276,9338,20.21,35.79,20.38,10.29,61.09
25295,10490,19.2,38.47,15.41,8.17,393.41
25312,9954,18.64,40.9,10.62,8.83,144.1
25325,17383,8.59,22.83,17.78,5.36,235.58
25355,15980,10.52,23.28,23.37,6.78,7.57
25380,24956,1.33,4.96,51.3,2.27,9.47
25399,10756,11.45,23.05,22.56,6.14,7.73
25408,12887,6.62,22.55,15.06,7.48,11.31
25430,19233,05.01,14.92,24.91,4.49,18.72
25494,19183,6.97,14.67,28.42,3.58,41.15
25549,17781,5.59,19.43,16.23,5.8,70.22
25594,16508,8.64,22.94,16.22,8.24,56.53
25597,12181,20.39,42.35,16.2,8.82,224.71
25651,22246,9.52,19.99,28.27,3.46,85.67
25684,23204,04.02,11.06,42.74,3.53,15.38
25725,22444,2.43,7.96,43.13,4.52,56.61
25746,17930,5.71,17.56,20.39,6.35,111.47
25787,23605,5.16,12.38,44.47,03.01,86.78
25792,21881,04.08,10.22,40.03,3.5,33.49
25879,10533,6.27,14.84,44.17,08.03,48.86
25894,11639,8.9,21.71,16.05,5.39,47.22
25899,11778,09.05,26.06,16.25,7.65,425.92
25905,16424,3.63,15.58,13.18,5.38,18.78
25925,15557,3.63,11.2,26.55,5.12,66.98
25945,11828,15.24,33.72,11.83,8.42,44.95
25968,13100,10.65,22.88,22.66,5.14,72.87
25992,13748,10.98,30.16,11.64,6.41,258.77
26017,10301,11.58,30.55,13.97,9.12,49.91
26167,28161,2.43,8.38,35.77,2.43,85.06
26184,10866,18.33,37.36,16.96,7.46,449.74
26243,17786,4.34,12.08,22.99,3.13,93.14
26265,16367,5.78,17.31,18.67,2.65,6.54
26303,37776,01.07,4.3,59.59,2.87,31.75
26314,11603,12.3,32.86,8.83,10.04,116.34
26326,15273,7.27,21.69,17.46,4.61,604.65
26359,13776,7.5,20.03,21.89,4.86,22.88
26436,11338,5.8,15.83,17.01,3.5,270.79
26454,9989,18.45,42.12,11.45,11.79,553.43
26455,13851,5.4,16.66,23.51,6.89,50.87
26478,11247,8.91,21.07,16.25,9.18,84.26
26481,10457,11.45,23.73,27.35,07.02,72.73
26506,13440,5.18,17.28,14.88,05.04,136.54
26540,21972,2.13,5.88,39.25,1.71,86.6
26542,14281,10.71,33.24,13.49,5.1,25.57
26609,34160,3.61,9.13,52.54,2.55,14.81
26623,11371,13.84,32.98,17.94,11.53,517.78
26687,11652,3.51,10,40.39,4.79,21.86
26690,38465,2.78,4.88,63.69,1.67,10.98
26716,20944,5.17,14.18,32.08,4.36,10.73
26727,14963,22.72,39.87,11.49,6.34,71.48
26751,19920,3.3,10.14,30.71,4.75,10.38
26763,14011,05.09,21.06,17.33,4.76,207.9
26777,17313,7.57,17.46,22.6,5.81,68.89
26778,9504,11.21,37.81,9.44,13.05,147
26801,25031,4.69,11.75,33.48,2.8,82.77
26840,17074,6.71,15.08,19.94,3.27,17.44
26866,9757,22.93,44.42,8.52,7.11,1088.77
26989,16080,1.84,09.08,23.51,2.41,48.08
27018,24000,2.74,10.13,37.68,03.03,22.95
27025,12915,6.78,20.72,18.03,8.55,241.28
27099,19739,7.91,20.49,28.19,5.15,87.13
27099,16895,4.15,12.43,21.88,4.34,133.02
27134,10769,08.04,22.68,15.93,9.73,54.02
27195,13619,3.56,16.94,13.84,5.34,63.89
27244,15389,19.2,33.14,21.37,7.85,48.8
27256,11918,14.51,30.99,14.56,7.51,210.31
27257,15131,7.75,19.76,15.13,4.15,114.71
27291,22058,5.18,11.77,42.87,3.12,59.59
27310,17661,06.05,14.4,35.48,4.91,122.16
27331,13550,13.76,30.65,13.11,7.5,750.28
27334,11777,18.05,31.59,18.53,5.93,69.32
27341,11295,11.42,31.89,9.68,7.49,566.5
27347,13452,13.74,33.83,14.78,04.09,187.66
27357,33714,2.12,6.46,47.89,2.92,40.85
27437,11815,11.05,25.73,16.37,11,134.95
27537,15905,6.4,21.38,19.23,5.2,81.32
27557,27935,02.08,5.58,53.74,4.35,10.57
27591,11329,7.94,23.5,13.67,4.35,43.21
27596,11255,7.74,18.01,16.73,7.64,29.82
27603,22642,4.72,14.02,32.62,4.11,25.05
27610,11477,13.31,30.19,18.3,5.87,279.62
27617,12940,7.56,27.32,6.68,12.1,145.03
27623,10366,8.47,31.19,7.88,8.67,78.84
27630,14105,6.21,17.79,26.54,04.07,267.21
27652,15645,4.25,15.69,15.34,5.29,26.35
27702,16310,3.77,14.05,30.43,3.14,46.18
27725,16258,3.58,13.13,26.67,4.84,54.15
27817,19592,6.93,17.95,28.33,4.59,35.91
27850,6927,49.89,72.05,1.63,12.22,291.06
27901,26073,3.27,9.41,46.21,2.84,3.58
27910,14349,6.53,18.36,14.35,5.22,47.61
27925,9273,9.59,26.65,21.39,8.13,165.88
27957,18554,6.16,15.79,25.82,3.3,170.84
27973,15715,5.66,15.79,23.88,4.16,23.95
27974,25349,2.56,9.5,43.92,3.89,13.67
28028,34078,1.58,5.15,58.87,2.32,35.08
28040,30130,4.96,10.33,54.84,3.23,227.39
28061,40660,1.53,05.01,57.87,2.86,43.33
28082,12828,6.74,19.14,16.31,6.42,12.95
28132,17747,2.92,9.93,34.21,3.92,42.24
28134,8500,14.54,35.82,7.24,14.17,175.42
28148,16186,7.57,21.98,20.22,5.76,217.32
28150,20202,2.89,12.3,31.39,4.8,32.88
28158,13405,06.09,17.09,16.15,6.27,24.44
28176,28399,1.67,4.96,46.69,3.4,57.39
28199,16397,5.49,17.05,24.7,03.02,17.27
28227,16358,5.93,15.88,32.16,5.96,203.79
28259,10009,15.88,37.55,10.76,8.34,434.25
28301,15433,11.46,27.89,23.39,4.21,451.84
28334,9298,12.07,32.17,8.59,10.36,226.26
28335,16347,04.08,12.88,20.51,4.93,101.95
28434,11530,11.57,31.87,10.12,7.57,627.46
28540,12971,11.19,24.65,17.95,7.97,324.68
28564,12130,14.15,32.9,12.51,5.64,640.26
28583,12558,15.7,33.26,14.22,5.89,172.06
28653,6887,34.49,47.39,12.19,12.14,30.64
28658,16104,10.82,28.15,20.13,8.57,424.67
28695,13984,04.02,13.86,18.46,4.55,177.07
28700,18193,4.49,13.89,27.01,4.85,30.44
28703,28516,2.53,07.03,58.16,3.49,13.7
28716,16044,8.52,24.44,20.44,6.75,13.67
28743,8103,20.25,32.16,27.47,10.05,104.42
28808,22449,3.11,8.55,43.63,3.46,29.06
28835,9191,4.23,14.11,33.63,6.9,90.27
28844,14936,12.72,31.55,21.78,6.99,585.33
28870,30748,3.91,8.81,53.58,2.99,30.52
28880,19703,7.27,17.21,32.56,2.34,61.28
28887,14645,4.15,16.18,14.1,5.37,172.56
28898,11510,13.93,33.68,8.86,9.27,337.15
28974,30718,2.13,06.04,58.73,3.48,3.33
29034,11723,8.37,22.87,17.91,8.53,67.59
29038,17166,10.72,25.34,22.52,5.4,20.03
29040,12229,7.54,20.34,16.28,4,41.45
29060,13057,08.02,25.54,9.32,6.17,41.51
29092,17898,2.36,8.46,40.16,2.55,48.59
29101,10337,5.7,17.14,12.18,6.17,160.23
29105,18749,4.83,12.47,35.13,4.28,98.44
29115,10230,16.05,33.58,13.44,7.58,99.11
29151,26327,2.98,8.78,52.49,04.05,22.67
29188,14665,03.06,9.23,29.04,4.24,24.59
29202,19526,03.09,10.57,35.12,03.09,40.14
29208,19668,8.71,20.02,24.89,3.44,10.26
29281,8883,28.35,47.5,8.91,17,404.33
29344,16946,2.8,09.09,30.13,04.01,154.95
29387,13514,5.78,19.75,19.03,4.95,163.99
29462,11444,06.01,18.95,12.44,6.9,80.37
29541,9213,4.78,13.3,50.16,4.9,198.71
29563,9666,22.88,39.22,12.49,12.79,153.42
29603,16990,3.83,13.71,24.97,5.47,23.4
29696,11031,20.22,41.29,7.73,5.85,179.47
29721,18875,4.72,15.77,26.17,4.21,74.45
29764,11620,8.92,28.83,9.53,8.71,82.5
29771,8690,13.23,33.29,7.96,17.3,1188.25
29802,17617,4.46,15.77,24.19,4.16,42.71
29809,10440,15.95,30.6,13.39,9.38,182.84
29813,12831,16.43,30.88,22.54,6.17,554.43
29841,18888,7.43,18.96,25.68,3.5,82.37
29885,7474,32.85,43.81,19.38,12.69,107.63
29911,18480,5.26,14.13,29.98,2.79,19.57
29925,12812,13.87,34.43,18.07,9.74,1308.52
29941,11837,13.03,29.94,13.68,3.56,35.12
30013,11566,4.7,15.5,18.17,6.6,173.81
30050,11931,08.03,23.89,13.36,5.62,267.84
30085,13331,14.2,30.39,12.98,6.24,174.75
30087,14016,7.98,24.15,17.48,5.37,92.5
30093,17163,4.51,15.28,21.81,6.41,51.62
30108,18931,3.14,9.74,41.75,1.97,23.18
30159,17932,3.66,10.8,32.3,03.09,37.04
30206,12527,13.67,31.05,18.83,6.37,164.31
30250,14789,5.6,17.66,20.9,2.94,19.3
30270,23248,2.69,10.1,37.11,2.55,32.27
30326,11973,17.74,36.57,17.51,7.38,295.2
30354,12265,18.61,33.81,17.07,5.58,67.16
30462,14544,6.56,19.15,22.16,6.17,240.37
30491,12803,13.83,29.64,14.18,8.43,412.68
30495,9790,19.02,37.41,12.55,8.38,247.56
30510,22176,2.73,9.54,42.39,4.73,15.81
30533,16029,5.82,17.7,21.18,3.8,12.88
30544,18093,3.23,12,29.36,4.11,92.8
30548,22418,6.64,18.7,30.35,3.76,41.47
30575,43394,3.64,7.67,55.91,02.08,22.81
30576,27946,1.1,3.44,53.93,03.01,29.65
30601,14914,4.62,15.17,18.13,3.91,132.45
30625,16691,9.51,21.84,17.02,5.21,6.46
30685,14083,08.03,23.94,21.88,4.5,174
30705,7522,34.33,47.24,11.12,13.78,11.1
30707,11607,10.3,23.15,28.68,4.6,50.59
30744,20868,2.28,9.76,31.01,3.28,87.55
30771,15485,9.21,26.23,9.53,06.09,114.25
30831,32708,1.69,7.37,60.99,3.94,312.89
30843,14665,4.33,13.78,18.34,8.62,233.87
30872,9478,11.46,27.22,26.03,7.18,123.64
30897,11283,13.25,29.01,11.94,09.04,111.28
30897,18622,4.66,15.42,27.15,3.94,102.18
30923,12764,6.79,14.97,22.12,04.03,35.53
30938,13190,9.98,31.07,7.85,08.07,57.26
30954,16459,4.4,14.64,20.28,4.17,79.7
30981,19158,5.7,15.33,34.13,3.92,217.68
30987,16416,5.13,16.6,19.88,4.41,27.15
30996,16950,11.11,32.08,14.08,7.32,574.96
31007,10952,9.36,30.64,8.19,8.98,111.36
31083,14566,9.2,25.57,14.17,5.7,3.21
31092,17013,6.42,21.26,16.48,5.48,65.95
31099,10422,30.14,46.41,10.66,10.99,396.87
31100,16107,6.25,16.88,21.91,4.6,147.48
31258,10638,10.52,31.67,11.91,8.96,55.31
31282,13216,1.96,15.77,20.38,3.27,85
31287,21734,6.11,16.13,32.71,03.08,128.85
31300,13053,8.32,22.23,20.97,6.4,29.94
31306,31265,1.15,4.27,48.33,2.41,12.85
31342,12610,7.74,23.51,8.91,5.5,62.34
31384,9898,23.25,40.47,13.52,13.9,217.03
31468,10374,6.35,15.13,29.17,5.3,28.39
31487,14241,15.88,31.55,16.18,7.82,118.38
31499,12908,7.26,22.09,13.05,7.53,114.31
31585,21950,2.42,7.6,35.36,3.2,182.42
31601,12929,09.07,24.86,19.23,7.19,220.96
31656,11931,9.24,29.84,17.54,8.24,308.43
31702,21503,1.23,5.25,41.83,2.84,16.04
31739,12491,7.85,28.3,8.5,5.9,143.15
31808,20060,3.15,11.68,29.27,04.07,100.45
31813,18471,5.57,16.95,26.63,6.16,2.99
31828,8740,23.72,42.88,9.88,13.03,144.68
31846,14257,6.28,24.96,7.12,5.9,70.51
31896,27986,3.37,9.73,35.78,3.82,104.1
31933,10276,8.14,27.68,13.08,9.51,150.44
31954,18174,4.75,11.47,39.85,2.23,203.59
31971,55463,3.6,10.57,46.95,3.8,843.97
31997,31758,8.23,15.14,42.2,4.77,161.33
32016,25048,7.75,16.25,36,4.41,40
32063,38932,0.75,04.05,56.35,2.36,212.23
32090,16569,10.16,29.18,20.36,6.12,39.27
32188,16010,5.33,16.66,21.1,3.69,34.95
32295,10550,8.95,16.52,27.91,5.69,11.98
32315,17085,2.96,9.66,34.73,05.05,13.76
32383,21814,2.53,9.77,37.68,5.31,32.76
32387,11115,9.43,29.16,11.94,5.81,403.01
32397,20246,04.09,14.84,26.72,3.42,131.2
32462,11461,14.8,35.62,13.23,6.68,429.43
32503,22161,1.94,7.2,51.18,4.22,160.37
32509,26007,4.8,10.96,41.3,2.64,45.78
32520,12286,12.71,25.55,14.48,5.79,9
32762,9394,2.94,9.64,36.83,6.84,13.55
32824,14131,7.82,26.14,12.42,5.18,65.32
32873,21407,4.6,12.59,30.99,3.31,146.36
32893,28087,0.61,2.78,53.52,2.28,16.49
32921,5561,44.56,58.41,8.43,16.97,182.48
32983,13449,3.11,9.86,23.83,5.47,30.29
32998,20752,2.44,10.47,33.88,3.9,20.57
33102,13866,5.3,18.02,12.9,4.92,88.99
33181,13418,5.83,16.49,24.45,5.78,62.44
33187,18358,6.94,19.83,32.79,5.37,567.46
33233,16106,6.61,20.48,16.29,5.68,14.61
33249,9878,18.79,39.19,8.39,9.11,193.51
33284,20382,8.19,16.24,41.43,4.59,47.46
33397,20020,17.29,30.22,39.71,6.16,241.53
33429,19262,3.54,12.25,26.51,2.48,28.8
33467,22290,4.4,11.64,35.9,3.39,14.76
33485,18593,04.04,11.41,34.55,3.56,32.95
33497,8433,16.97,42.18,7.21,10.58,601.66
33510,20993,6.43,17.01,28.67,5.54,166.9
33530,11982,9.49,25.01,13.9,7.32,94.79
33558,14298,9.11,22.94,12.13,7.28,60.05
33574,16621,3.47,13.94,22.37,5.45,175.39
33592,18245,3.28,9.69,28.66,2.54,11.04
33626,18362,3.8,11.01,37.21,3.13,52.76
33685,18360,2.63,10.15,35.7,4.62,74.82
33687,16407,12.83,27.5,15.67,5.1,29.6
33694,11210,8.95,28.85,10.61,10.79,160.91
33822,10868,9.71,30.88,9.43,7.88,269.01
33823,17603,3.29,10.34,33.23,3.78,23.29
33830,10278,5.48,11.9,50.05,6.77,55.32
33836,18624,3.72,12.43,23.41,6.7,63.12
33840,15502,3.26,11.08,33.14,6.69,91.63
33862,11269,13.76,30.81,12.8,08.01,54.2
33892,9090,20.68,42.26,6.61,14.24,444.03
33997,12302,5.72,20.14,18.37,7.17,102.75
34012,16721,5.5,18.44,18.91,3.89,80.79
34075,10365,9.68,30.32,9.41,10.98,106.44
34081,15724,6.76,22.16,15.23,07.05,151.34
34128,30388,1.42,4.29,59.18,1.87,60.7
34185,18102,7.82,20.69,25.55,3.82,108.15
34213,16899,10.73,28.98,17.2,5.16,175.41
34256,16411,6.18,17.59,31.62,4.6,50.23
34298,12114,4.32,11.5,31.37,05.08,14.68
34311,5820,17.48,46.29,5.15,17.87,1049.77
34365,7104,44.54,66.39,3.72,12.37,462.83
34378,12169,12.12,29.65,16.72,7.83,191.85
34402,12508,9.8,27.75,18,8.58,943.48
34438,12254,11.47,22.96,24.32,6.44,115.87
34439,12567,8.27,25.62,13.75,8.66,350.15
34507,11307,9.56,27.19,11.61,7.71,50.61
34544,11934,10.09,18.45,21.06,5.63,14.08
34590,9750,3.4,8.25,61.57,6.88,11.24
34598,18173,1.71,4.59,36.59,3.49,14.94
34738,14720,08.08,25.15,13.34,4.26,362.1
34874,15735,15.2,31.51,15.28,6.22,194.39
34882,12665,11.51,25.28,18.43,6.66,164.32
34986,18297,8.88,21.69,17,04.04,65.59
34989,12722,7.31,20.21,15.16,5.64,27.38
34997,15443,4.57,17.56,14.36,4.5,61.8
35184,24814,3.38,8.98,41.74,2.25,29.64
35303,25196,1.15,4.62,42.86,2.77,27.43
35308,20217,2.44,10.46,30.22,3.59,42.32
35309,19986,03.04,9.91,37.19,2.47,24.9
35317,13391,5.35,20.23,15.26,4.54,19.93
35406,22373,2.67,8.68,37.23,2.76,2.78
35418,20256,6.88,16.88,23.93,4.44,27.1
35445,11742,13.43,34.97,9.93,4.28,146.96
35481,15701,10.26,21.93,27.48,4.81,69.79
35573,11435,8.2,27.57,11.31,8.36,189.5
35701,14220,9.36,27.07,11.33,7.59,163.15
35710,15992,4.34,11.92,20.91,3.61,112.22
35748,17060,3.75,12.99,29.02,4.57,150.83
35761,15495,9.43,22.7,19.72,6.2,261.82
35800,20037,1.84,5.98,40.94,2.85,44.54
35943,18155,4.27,13.63,23.73,5.7,43.75
35976,14906,13.43,34.37,9.9,6.7,2.7
36006,15981,5.26,15.5,28.13,6.21,36.16
36048,20759,3.31,11.4,30.97,3.42,117.33
36094,12270,11.41,32.67,9.19,9.76,306.05
36118,24386,6,15.06,37.43,07.04,1401.09
36175,26150,4.46,10.6,37.44,2.31,10.91
36176,18764,2.96,7.74,39.77,3.34,80.13
36291,15774,2.84,15.27,19.78,5.61,91.52
36322,11781,13.67,31.74,12.92,6.96,54.89
36326,14861,3.62,12.46,21.82,5.31,41.3
36365,13825,16.96,32.08,20.35,6.41,81.89
36426,11854,13.57,29.79,22.56,6.99,80.94
36427,23718,1.4,5.47,47.44,2.42,4.98
36659,14399,1.6,8.4,30.51,3.62,15.83
36676,10747,4.35,10.45,44.3,6.22,39.74
36701,16308,13.14,31.78,12.16,6.69,244.88
36793,9244,30.07,48.01,9.2,9.83,363.15
36830,9961,18.35,43.15,11.26,12.39,658.88
36930,12028,16.94,36.9,18.39,8.28,470.48
36955,9060,23.05,49.37,7.46,9.23,435.97
37049,20217,10.14,25.57,25.74,5.79,180.68
37060,13169,14.49,24.61,17.42,3.99,23.01
37093,30531,2.94,7.79,46.21,2.42,10.61
37120,13733,14.87,29.14,21.79,6.15,429.62
37319,13854,13.67,38.7,6.95,7.32,13.01
37352,13345,6.13,15.84,18.6,05.03,17.75
37391,14844,12.91,28.15,16.42,7.15,160.55
37446,10410,09.08,28.48,10.77,11.02,187.57
37520,12712,7.93,18.34,19.27,04.09,102.36
37649,13384,8.98,21.56,14.22,7.34,115.04
37670,18553,3.42,13.45,22.81,3.35,52.89
37684,17968,5.34,15.97,26.1,5.76,54.23
37708,10436,11.28,31.06,15.97,6.21,278.05
37729,28940,4.26,13.03,49.32,5.41,182.78
37757,12472,10.45,21.78,14.08,05.06,27.74
37819,19347,4.43,11.52,42.21,4.97,25.13
37825,23867,4.46,12.63,40.92,4.72,75.96
37826,15453,5.59,16.08,26,3.43,74.78
37840,13569,9.64,26.98,10.44,7.73,340.55
37861,16721,7.87,21.37,21.13,5.3,176.03
37960,15993,3.53,13.58,21.01,4.3,252.7
37986,12017,15.95,41.66,9.55,9.63,1749.56
37991,28019,2.95,07.08,53.72,2.27,29.84
38091,16155,8.17,21.8,24.52,7.28,82.23
38125,12047,31.16,50.1,12.38,8.59,304.79
38142,11418,6.46,17.96,12.65,7.4,146.46
38145,15960,10.47,24.83,19.31,7.11,65.02
38149,16635,3.9,13.79,25.76,4.14,76.14
38195,18436,3.83,12.89,27.98,5.42,35.93
38372,14225,7.81,21.26,19.27,5.15,36.46
38386,10547,17.42,37.76,13.54,8.45,534.51
38518,19954,08.09,20.84,21.82,3.83,28.53
38686,14327,4.17,15.94,18.27,4.59,68.54
38705,10975,10.63,32,12.96,8.5,99.61
38719,16288,3.34,6.65,71.16,4.42,210.8
38736,17481,1.25,4.61,28.49,3.41,10.62
38793,21471,6.29,15.85,35.03,4.13,772.48
38901,10409,9.54,22.08,14.69,4.37,374.07
38936,10782,10.61,30,9.41,13.52,139.89
38961,18289,5.65,15.96,21.32,4.12,134.95
38975,13841,3.19,12.71,14.63,4.52,40.14
39103,25537,6.64,16.83,37.7,04.03,163.78
39127,13918,8.34,17.64,34.8,6.31,23.13
39162,18522,3.18,12.58,26.8,02.06,92.89
39253,22098,3.76,9.36,37.58,2.6,21.33
39311,23898,1.22,3,46.79,03.06,14.47
39498,14635,11.81,29.67,19.21,3.45,132.35
39729,16789,5.1,14.85,25.9,3.66,58.43
39757,12277,20.79,36.26,9.73,7.5,128.29
39788,21961,0.93,5.76,45.77,2.42,99.29
39802,13854,10.84,23.84,17.03,7.85,74.4
39806,11329,11.35,30.5,21.1,7.67,358.76
39983,22632,3.26,11,36.01,04.07,60.07
39990,15598,11.58,26.02,18.99,7.65,104.4
40052,21200,2.31,08.07,36.63,3.45,93.13
40079,10584,05.03,14.36,31.76,9.2,107.16
40087,17260,5.31,16.42,41.18,6.44,318.48
40091,30852,4.82,10.4,49.12,04.03,552.06
40148,15410,8.66,22.1,24.05,3.17,187.37
40153,14793,2.44,9.91,23.85,3.77,55.71
40181,19725,7.99,22.92,20.36,5.41,389.11
40213,10924,12.32,29.69,13.37,9.69,415
40263,29118,1.98,5.48,52.06,2.75,100.22
40283,8890,11.12,31.31,8.22,11.24,347.49
40318,11739,4.19,17.79,13.91,4.53,42
40452,16415,5.46,18.94,17.8,4.57,178.21
40641,11760,15.28,28.52,23.41,6.93,126.52
40663,13820,6.36,22.05,14.94,4.79,270.95
40674,11474,8.42,25.02,10.5,9.95,353.35
40709,10726,11.99,25.12,15.97,4.96,451.9
40773,12813,9.36,25.12,10.11,6.97,132.88
40775,11451,8.91,25.24,18.29,7.69,129.57
40822,18231,8.19,19.84,22.48,4.45,31.45
40822,11794,11.39,28.58,9.87,8.15,256.8
40949,17376,2.92,11.27,28.3,7.22,67.74
40961,11296,10.68,27.03,16.49,5.98,127.12
41036,10670,13.01,31.39,15.85,9.45,181.16
41042,17602,2.73,11.36,31.3,3.99,44.43
41100,23841,3.32,9.64,32.37,3.66,68.32
41194,12140,13.49,31.18,13.13,9.19,224.77
41259,18924,9.61,18.32,30.16,4.31,101.81
41333,11038,18.49,37.27,12.14,8.28,233.2
41643,11481,16.51,37.12,17.69,6.92,254.66
41659,36509,1.59,4.79,53.58,2.33,47.67
41688,16298,3.77,14.49,21.76,4.58,246.34
41711,11252,15.92,34,23.41,8.85,749.76
41832,13338,10.39,32.44,6.77,7.78,164.72
41856,9115,13.42,37.84,7.68,12.4,1360.92
41882,10013,11.14,26.04,27.04,9.73,159.78
41943,11495,10.29,22.13,20.58,5.4,417.46
41958,14760,3.79,11.01,34.88,5.68,78.99
41967,11351,28.9,49.75,8.23,10.91,440.05
42045,12783,10.43,28.38,16.73,07.05,577.38
42155,12767,5.99,17.5,19.77,7,49.09
42198,11936,16.05,30.39,17.05,8.77,145.94
42355,6125,48.23,73.66,1.72,13.37,501.82
42473,45504,1.82,4.35,58.49,02.08,45.83
42523,10772,16.03,38.49,10.7,8.36,398.51
42655,19147,3.38,12.49,26.62,4.48,122.18
42762,17814,10.54,22.74,26.44,4.43,63.36
42892,9434,2.91,13.65,15.91,3.67,3.91
42985,14897,7.15,25.43,12.26,5.29,118.32
43063,17479,4.44,15.07,26.08,3.53,48.69
43184,17170,4.55,13.63,24.35,3.86,60.62
43207,16259,5.42,17.52,16.37,5.35,309.8
43264,10293,17.48,37.55,9.81,7.63,405.73
43426,12734,7.65,26.22,10.85,4.17,131.13
43467,12142,14.51,34.09,23.43,6.9,696.01
43548,24467,4.17,11.99,40.94,3.86,39.67
43627,13331,8.56,28.27,13.69,05.01,269.69
43726,12531,6.65,19.26,14.83,5.57,82.17
43762,19847,1.76,07.02,34.29,3.53,50.34
43764,13468,6.66,19.49,21.41,4.32,41.05
43858,20595,1.37,5.1,48.76,2.41,64.67
43877,11997,19.97,43.81,9.12,9.35,66.72
43929,13107,5.12,15.78,25.72,4.75,23.41
44129,15808,7.22,18.66,28.25,5.33,307.81
44350,11171,9.16,25.67,15.43,5.86,31.71
44389,11680,8.71,27.16,11.32,7.99,112.68
44630,21449,4.32,11.49,41.89,4.47,23.77
44639,10367,20.83,42.8,17.41,9.64,471.17
44654,10830,14.59,30.72,15.1,6.51,64.2
44683,10222,7.18,22.27,10.76,7.94,104.83
44685,17430,4.2,13.08,23.96,4.99,105.1
44757,11921,2.4,7.93,49.01,5.52,59.49
44822,18012,7.18,24,14.2,5.82,119.47
44922,12983,10.5,23.03,27.24,5.97,168.17
44962,12619,9.51,25.97,13,8.22,77.53
44972,12206,9.47,20.99,33.72,6.63,685.29
45048,12967,11.31,27.3,17.19,7.29,271.59
45061,18722,8.61,22.13,25.36,5.57,209.9
45206,12329,11.64,31.65,16.1,6.22,895.45
