POPULACAO,RENDA,SEM_BASICO,SEM_MEDIO,COM_SUPERIOR,DESEMPREGADOS,VIOLENTOS,N_VIOLENTOS,CRIMES
20027,9610,8.95,21.53,33.99,10.69,1293.95,9116.95,10410.9
20030,12155,6.45,20.57,20.2,4.32,264.2,4473.19,4737.39
20075,12390,05.08,20.81,19.62,6.17,154.31,4514.91,4669.22
20079,12029,7.17,23.68,18.11,6.47,33.01,2268.33,2301.34
20084,17284,7.74,20.43,21.34,04.04,210.97,3425.98,3636.95
20098,16202,10.81,23.2,28.74,3.52,497.69,4514.17,5011.86
20125,13207,16.03,32.05,14.28,9.36,816.99,2739.59,3556.58
20125,6335,40.75,53.35,9.2,13.89,534.6,5880.62,6415.22
20183,10268,23.45,41.17,9.4,6.18,1199.22,7633.03,8832.25
20210,10782,10.55,25.74,16.64,13.48,521.89,3682.23,4204.12
20212,20128,3.21,11.27,31.72,4.78,302.61,1681.16,1983.77
20244,21005,4.81,15.89,26.83,4.45,80.26,2105.66,2185.92
20267,30615,1.85,5.96,54.85,3.64,52.35,1380.23,1432.58
20268,9204,2.5,9.36,12.97,5.41,255.89,2493.72,2749.61
20314,16966,7.33,22.6,19.69,7.62,483.61,3032.21,3515.82
20319,13552,9.27,21.12,15.91,4.9,485.18,2330.62,2815.8
20337,8016,24.62,42.28,8.77,11.51,881.06,5900.54,6781.6
20384,20380,2.98,9.55,31.41,2.13,173.64,2295.86,2469.5
20390,27539,1.6,7.13,44.15,3.61,368.76,2032.09,2400.85
20393,23814,13.64,24.95,26.37,5.86,124.14,1675.9,1800.04
20412,21764,6.32,15.9,24.29,3.19,290.85,2550.9,2841.75
20429,20564,5.42,13.81,29.98,3.25,103.96,1960.97,2064.93
20456,17778,10.09,23.77,19.95,5.12,204.98,3093.72,3298.7
20457,10370,9.18,25,17.15,8.29,1874.95,14131.86,16006.81
20463,12053,12.88,27.39,11.57,07.09,33.66,3322.75,3356.41
20469,13110,3.87,14.69,23.02,4.24,500.47,9463.84,9964.31
20489,18046,7.28,19.05,18.65,4.53,251.32,4846.13,5097.45
20526,24583,3.35,9.61,40.97,4.36,114.23,1975.16,2089.39
20570,11194,13.25,36.72,9.8,10.81,895.24,5965.46,6860.7
20592,12393,10.6,27.62,20.05,5.75,2209.01,11255.2,13464.21
20608,28286,4.44,11.13,43.58,3.47,67.86,4071.35,4139.21
20612,11490,7.75,30.5,09.03,7.34,210.81,5442.7,5653.51
20651,5720,44.85,58.71,8.91,19.01,712.74,9557,10269.74
20688,14103,12.04,26.61,22.32,6.41,793.23,3137.46,3930.69
20710,12382,19.04,33.06,10.72,6.33,161.51,5594.17,5755.68
20779,22747,3.45,11.43,39.72,4.61,28.45,1858.44,1886.89
20807,9717,19,43.05,13.75,7.69,2885.57,5977.86,8863.43
20816,31438,0.77,3.24,60.32,3.24,103.33,2014.94,2118.27
20820,12671,10.14,34.58,9.23,7.71,243.98,3373.53,3617.51
20850,8043,39.05,63.37,3.54,11.49,1531.26,4107.37,5638.63
20906,14343,5.77,16.48,26.51,3.88,28.45,2204.52,2232.97
20908,9566,15.97,37.31,16.48,9.18,700.29,7333.64,8033.93
20935,13430,5.67,15.49,19.5,4.96,132.89,3986.8,4119.69
20958,13663,7.7,20.6,14.81,4.6,122.74,4217.19,4339.93
20999,16577,5.73,17.41,21.03,4.44,48.33,1818.82,1867.15
21044,16520,11.62,28.39,17.11,6.38,926.23,6080.67,7006.9
21080,13000,5.3,19.13,23.11,8.8,2586.29,5575.77,8162.06
21082,21790,2.35,7.79,40.27,2.44,114.49,3201.14,3315.63
21101,13989,8.84,24.3,15.86,4.64,284.54,4599.99,4884.53
21128,11919,8.49,28.16,11.06,07.01,427.27,4230.91,4658.18
21160,27093,4.57,12.02,41.42,3.75,115.14,2160.1,2275.24
21174,15042,2.59,14.01,22.48,7.93,445.41,4164.63,4610.04
21211,17509,3.3,10.12,22.91,4.96,115.14,2118.64,2233.78
21249,14088,4.65,17.09,21.74,6.22,159.32,1106.39,1265.71
21260,11234,11.4,27.12,20.76,6.58,229.44,5633.92,5863.36
21265,7915,3.9,9.9,57.15,8.54,239.75,2848.82,3088.57
21282,19655,3.4,11.38,29.77,3.64,185.97,1560.37,1746.34
21283,14119,13.36,30.97,18.97,5.86,1202.68,4888.43,6091.11
21325,13209,14.27,25.61,16.29,5.38,161.73,6135.65,6297.38
21385,10490,23.93,42.63,11.21,7.93,384.56,6255.87,6640.43
21435,8672,3.54,13.46,12.17,6.5,180.13,2836.08,3016.21
21460,9773,15.21,35.87,7.28,9.73,1379.97,6667.1,8047.07
21472,11889,8.72,24.83,10.19,9.13,1047.46,8835.76,9883.22
21505,10822,13.37,33.1,10.88,7.26,803.58,7108.94,7912.52
21507,12301,9.68,27.58,12.52,05.06,1276.17,4771.59,6047.76
21531,19373,1.41,07.03,32.79,6.62,179.06,2166.22,2345.28
21564,14331,4.92,20.93,14.1,4.15,248.69,1390,1638.69
21603,9905,3.23,12.18,19.21,7.66,304.71,5833.06,6137.77
21605,16409,8.65,24.37,20.43,7.34,65.03,1467.72,1532.75
21652,25448,5.33,12.26,47.87,3.45,450.45,4659.2,5109.65
21700,10264,19.87,37.63,13.92,8,567.16,5355.02,5922.18
21732,11906,11.76,27.29,17.94,7.18,228.66,4183.11,4411.77
21744,11852,17.77,30.36,24.39,6.58,237.29,3488.61,3725.9
21756,12215,9.9,25.4,17.08,9.15,485.38,8352.68,8838.06
21761,15284,20.61,38.15,20.04,5.78,595.42,6348.23,6943.65
21816,19716,2.92,9.57,36.34,2.24,78.56,1649.71,1728.27
21822,14596,06.01,21.32,11.71,4.86,163.75,2378.42,2542.17
21847,14677,4.37,13.22,38.29,3.37,122.69,2721.06,2843.75
21877,7597,38.98,48.47,12.46,17.59,487.18,8375.56,8862.74
21884,13120,07.05,18.15,17.47,5.55,142.09,4080.44,4222.53
21910,10378,10.56,24.61,17.31,7.72,307.5,5699.9,6007.4
21923,12529,10.68,30.4,13.88,10.65,415.27,7153.38,7568.65
21947,14214,14.9,31.17,18.78,4.77,711.46,7368.42,8079.88
21951,12486,5.73,27.56,10.13,6.64,807,7341.18,8148.18
21976,17330,06.03,20.92,17.93,5.12,69.59,1317.85,1387.44
22023,28347,2.67,5.48,56.03,2.63,09.07,1324.5,1333.57
22090,22823,3.54,11.63,31.93,2.31,108.52,1777.07,1885.59
22095,18228,3.51,12.24,30.74,5.23,69.34,1032.44,1101.78
22113,14070,2.61,10.07,21.46,4.49,140.88,2828.75,2969.63
22117,12553,9.38,24.21,16.81,5.42,480.51,5214.56,5695.07
22124,13944,12.65,26.07,11.35,6.7,241.28,2032.29,2273.57
22141,14878,7.62,23.05,13.76,6.1,78.94,2719.18,2798.12
22156,19129,2.21,8.82,33.01,05.03,22.33,1246.15,1268.48
22191,14283,6.41,20.68,23.99,5.93,185.48,3978.98,4164.46
22205,12064,12.65,31.22,13.23,8.64,346.72,6054.97,6401.69
22242,25161,4.26,11.54,43.46,3.4,870.26,7470.78,8341.04
22247,21335,06.07,17.51,26.35,3.69,84.35,3303,3387.35
22259,34664,0.64,2.52,72.9,2.81,135.76,2583.75,2719.51
22282,10401,10.39,22.86,14.05,7.84,711.12,5344.06,6055.18
22286,13498,09.09,23.23,16.74,6.56,535.49,5174.91,5710.4
22353,21269,03.07,9.24,45.34,3.37,95.76,1915.21,2010.97
22355,15542,17.26,33.67,15.29,07.04,206.88,3913.02,4119.9
22430,14246,6.21,16.34,28.98,6.42,422.05,4567.06,4989.11
22519,12556,5.7,16.7,25.54,4.22,699.98,7323.23,8023.21
22539,21074,2.46,8.1,36.72,5.21,106.98,1377.95,1484.93
22580,8876,37.18,59.31,5.41,9.65,1129.23,4274.65,5403.88
22631,9990,13.4,32.59,12.35,7.17,1391.58,12127.87,13519.45
22633,22675,4.38,12.62,33.75,2.57,103.35,2381.26,2484.61
22676,10385,16.95,35.7,11.45,11.52,662.2,7933.86,8596.06
22686,12539,7.2,17.9,12.84,7.31,385.5,3302.18,3687.68
22754,12292,14.22,32.03,13.45,5.34,2523.46,10385.16,12908.62
22762,7491,42.9,58.07,7.6,23.83,747.58,6954.68,7702.26
22776,18798,2.99,9.77,33.3,3.28,66.52,2246.14,2312.66
22779,14959,8.52,26.36,16.47,4.19,189.92,4640.02,4829.94
22792,22957,3.89,10.17,40.55,4.45,165.71,2158.42,2324.13
22814,20409,02.01,7.43,34.87,3.72,190.01,1931.18,2121.19
22817,5935,44.2,68.7,2.82,10.24,1593.54,2725,4318.54
22869,21854,3.56,10.69,46.29,3.64,909.37,7323.53,8232.9
22906,8925,17.16,33.68,13.67,8.69,2193.23,13301.81,15495.04
22911,10954,16.58,35.92,15.48,8.15,681.32,7241.72,7923.04
22935,14564,1.67,7.65,19.13,4.23,195.71,2802.7,2998.41
22965,26185,2.41,9.11,38.21,2.57,343.74,6674.85,7018.59
22987,20238,3.77,10.51,46.79,3.7,124.69,1835.93,1960.62
23071,12234,11.78,30.81,18.7,6.29,1439.97,8245.14,9685.11
23079,12331,10.49,28.02,15.81,7.81,724.52,9448.19,10172.71
23087,12953,11.71,30.65,20.71,4.31,1124.03,9154.85,10278.88
23101,11897,12.64,32.58,10.03,7.2,708.53,5299.81,6008.34
23123,20148,5.61,13.72,29.89,2.43,127.56,1955.95,2083.51
23138,14639,3.49,13.72,20.63,04.02,332.61,3646.37,3978.98
23146,11408,10.86,32.44,16.25,7.53,516.96,6273.78,6790.74
23163,14885,4.16,14.54,21.44,4.22,154.77,5576.19,5730.96
23170,40537,2.39,5.87,49.02,1.84,794.41,5939.36,6733.77
23219,15074,6,15.89,20.5,4.46,174.98,3316.51,3491.49
23221,17302,4.44,14.51,27.47,2.92,395.27,2375.89,2771.16
23229,17056,1.9,14.13,24.07,3.52,251.23,2561.76,2812.99
23252,25926,3.97,13.82,23.6,4.13,741.91,10532.82,11274.73
23260,17237,2.17,9.43,27.42,3.14,349.87,2937.65,3287.52
23302,15142,4.93,24.25,10.32,5.1,609.81,4458.44,5068.25
23304,9873,09.09,28.3,11.96,11.58,1013.71,9245.39,10259.1
23330,16302,05.04,18.12,20.42,4.1,251.24,3668.03,3919.27
23451,9968,21.02,39.39,15.6,10.6,2344.56,4180.94,6525.5
23478,9375,1.31,3.27,65.82,4.92,212.45,1634.58,1847.03
23501,34281,1.27,4.1,58.87,2.24,82.93,2550.07,2633
23622,12711,11.99,29.76,14.24,7.23,514.54,3540.51,4055.05
23644,12676,6.32,22.32,11.34,7.39,469.8,4317.93,4787.73
23674,11013,13.41,38.11,8.4,6.82,489.45,5753.31,6242.76
23682,9835,12.58,31.7,15.95,8.43,938.43,7259.18,8197.61
23696,15948,05.02,15.34,18.89,3.62,319.99,4436.07,4756.06
23706,11063,13.84,31.86,10.81,10.56,1121.64,5014.12,6135.76
23756,14467,10.42,23.91,17.85,2.39,102.2,2959.81,3062.01
23782,19045,5.43,15.97,27.01,5.41,277.57,3188.02,3465.59
23799,10188,14.83,35.08,18.92,9.19,449.67,4743.65,5193.32
23875,13576,6.17,16.83,17.67,5.61,288.98,7107.32,7396.3
23916,13957,10.04,19.66,16.54,3.43,127.57,4516.13,4643.7
23928,11039,5.45,23.07,9.65,7.85,292.91,4946.02,5238.93
23928,19560,06.06,16.58,28.06,3.7,479.52,3802.69,4282.21
23936,26106,3.88,8.37,48.96,2.55,348.5,3633.23,3981.73
24079,9509,3.87,12.34,13.89,7.81,417.93,5253.52,5671.45
24124,13396,6.88,19.36,23.65,5.46,951.3,8119.51,9070.81
24127,25827,2.13,8.47,36.77,3.41,166.15,2713.82,2879.97
24137,14678,7.96,26.5,12.57,05.09,383.23,5637.86,6021.09
24146,20508,3.94,12.83,36.63,4.95,421.34,2857.94,3279.28
24152,34752,2.37,6.57,56.4,3.11,80.84,1240.86,1321.7
24160,13525,12.18,29.73,16.05,6.63,484.83,5244.23,5729.06
24174,18776,4.2,13.21,26.61,5.29,273.42,4886.34,5159.76
24250,17122,8.67,20.52,25.09,5.39,386.92,6382.13,6769.05
24309,13511,10.24,23.27,19.08,6.69,72.71,2993.76,3066.47
24363,14418,5.19,20.98,13.3,3.19,196.89,4810.08,5006.97
24410,45640,02.02,6.95,60.51,3.17,121.07,3285.04,3406.11
24414,14987,4.83,14.82,27.88,3.75,366.83,3148.64,3515.47
24426,12498,8.74,26.45,14.17,7.44,911.96,4450.68,5362.64
24437,20663,2.81,9.59,32.62,4.19,261.4,3700.16,3961.56
24458,18713,7.11,17.66,23.77,05.04,151.91,1791,1942.91
24461,12912,13.6,28.58,17.78,3.58,171.38,3021.12,3192.5
24529,24200,3.33,9.32,43.06,04.08,216.2,3634.11,3850.31
24544,15863,6.33,23.18,14.66,4.51,409.98,5835.29,6245.27
24559,24962,5.67,12.19,40.26,2.43,269.6,4821.63,5091.23
24603,11602,2.22,11.27,15.58,04.05,368.05,3541.18,3909.23
24631,14325,4.61,14.46,38.97,5.25,93.7,1776.18,1869.88
24638,15766,1.66,8.25,27.88,3.76,259.69,3525.44,3785.13
24664,10906,7.24,25.37,11.45,7.43,446.95,5466.81,5913.76
24692,12779,8.18,22.43,15.11,3.31,204.23,4869.19,5073.42
24692,9935,3.97,12.72,14.14,2.85,232.55,2405.44,2637.99
24699,10038,15.06,34.74,14.37,8.5,1783.14,9719.33,11502.47
24710,21916,5.41,14.19,33.8,3.28,85.1,3009.44,3094.54
24720,26793,3.19,8.35,54.74,3.87,39.02,1342.18,1381.2
24725,14154,10.9,28.73,17.76,6.59,1419.14,11671.52,13090.66
24730,11512,11.83,28.34,10.31,06.05,113.34,2388.28,2501.62
24800,11203,11.62,36.72,8.15,4.84,297.37,3631.1,3928.47
24825,19009,4.36,13.31,26.03,6.39,69.94,2121.46,2191.4
24832,15547,9.45,20.15,20.84,2.86,1523.92,13751.15,15275.07
24848,14752,3.89,16.16,21.44,4.1,1454.74,16628.13,18082.87
24850,25820,7.9,19.9,34.68,5.32,623.55,4592.69,5216.24
24927,11939,14.15,22.7,22.63,3.57,204.97,3358.43,3563.4
24967,14101,04.07,14.66,17.61,4.98,418.07,3450.03,3868.1
25001,15876,07.06,16.55,30.79,5.46,1331.08,4814.15,6145.23
25042,15413,6.88,16.87,24.34,5.66,99.77,2913.24,3013.01
25058,22054,3.82,13.96,34.7,4.61,228.86,4519.97,4748.83
25062,11650,23.03,39.95,9.94,7.66,863.57,5305.35,6168.92
25067,22202,6.13,14.6,31.19,3.68,407.57,13627.73,14035.3
25083,28853,1.19,5.62,53.32,2.95,23.52,2014.66,2038.18
25098,25695,4.14,13.68,31.57,2.9,243.44,3412.22,3655.66
25158,10505,14.03,34.18,11.64,10.16,2605.96,8839.53,11445.49
25265,14134,5.74,20.22,13.87,3.68,203.33,3842.07,4045.4
25276,9338,20.21,35.79,20.38,10.29,832.32,5681.12,6513.44
25295,10490,19.2,38.47,15.41,8.17,1336.03,10571.42,11907.45
25325,17383,8.59,22.83,17.78,5.36,390.07,3873.63,4263.7
25355,15980,10.52,23.28,23.37,6.78,15.14,969,984.14
25380,24956,1.33,4.96,51.3,2.27,123.07,1707.22,1830.29
25408,12887,6.62,22.55,15.06,7.48,252.63,2869.42,3122.05
25430,19233,05.01,14.92,24.91,4.49,86.12,1748.67,1834.79
25494,19183,6.97,14.67,28.42,3.58,236.6,1543.05,1779.65
25594,16508,8.64,22.94,16.22,8.24,286.4,3764.7,4051.1
25597,12181,20.39,42.35,16.2,8.82,1138.05,9843.79,10981.84
25651,22246,9.52,19.99,28.27,3.46,210.28,2675.23,2885.51
25684,23204,04.02,11.06,42.74,3.53,30.76,2195.73,2226.49
25725,22444,2.43,7.96,43.13,4.52,200.02,1377.51,1577.53
25746,17930,5.71,17.56,20.39,6.35,211.4,5796.21,6007.61
25787,23605,5.16,12.38,44.47,03.01,264.12,7399.16,7663.28
25792,21881,04.08,10.22,40.03,3.5,141.42,2508.28,2649.7
25879,10533,6.27,14.84,44.17,08.03,360.85,4784.99,5145.84
25899,11778,09.05,26.06,16.25,7.65,1090.36,9138.61,10228.97
25925,15557,3.63,11.2,26.55,5.12,377.97,4550.02,4927.99
25945,11828,15.24,33.72,11.83,8.42,1292.18,5775.5,7067.68
25968,13100,10.65,22.88,22.66,5.14,648.57,4693.02,5341.59
25992,13748,10.98,30.16,11.64,6.41,952.56,5306.58,6259.14
26017,10301,11.58,30.55,13.97,9.12,438.5,5340.46,5778.96
26167,28161,2.43,8.38,35.77,2.43,205.56,2810.46,3016.02
26184,10866,18.33,37.36,16.96,7.46,1849.3,6474.24,8323.54
26243,17786,4.34,12.08,22.99,3.13,275.83,2314.09,2589.92
26265,16367,5.78,17.31,18.67,2.65,13.07,3555.44,3568.51
26303,37776,01.07,4.3,59.59,2.87,105.84,2007.34,2113.18
26314,11603,12.3,32.86,8.83,10.04,611.64,6867.67,7479.31
26326,15273,7.27,21.69,17.46,4.61,1607.89,13200.92,14808.81
26359,13776,7.5,20.03,21.89,4.86,236.38,4373.02,4609.4
26436,11338,5.8,15.83,17.01,3.5,644.75,5338.49,5983.24
26454,9989,18.45,42.12,11.45,11.79,1555.07,5214.75,6769.82
26455,13851,5.4,16.66,23.51,6.89,438.76,5118.91,5557.67
26478,11247,8.91,21.07,16.25,9.18,903.3,7624.12,8527.42
26481,10457,11.45,23.73,27.35,07.02,267.64,4933.82,5201.46
26506,13440,5.18,17.28,14.88,05.04,441.95,4915.38,5357.33
26540,21972,2.13,5.88,39.25,1.71,332.73,4193.25,4525.98
26542,14281,10.71,33.24,13.49,5.1,91.31,3360.24,3451.55
26609,34160,3.61,9.13,52.54,2.55,85.15,3457.98,3543.13
26623,11371,13.84,32.98,17.94,11.53,3540.57,12185.96,15726.53
26687,11652,3.51,10,40.39,4.79,284.14,3508.07,3792.21
26716,20944,5.17,14.18,32.08,4.36,89.44,1595.59,1685.03
26727,14963,22.72,39.87,11.49,6.34,285.93,2840.48,3126.41
26751,19920,3.3,10.14,30.71,4.75,114.21,3637.43,3751.64
26763,14011,05.09,21.06,17.33,4.76,255.32,3490.54,3745.86
26777,17313,7.57,17.46,22.6,5.81,264.67,2472.72,2737.39
26778,9504,11.21,37.81,9.44,13.05,782.8,5001.84,5784.64
26801,25031,4.69,11.75,33.48,2.8,273.51,4322.17,4595.68
26840,17074,6.71,15.08,19.94,3.27,90.66,2873.38,2964.04
26866,9757,22.93,44.42,8.52,7.11,3364.91,14008.32,17373.23
27018,24000,2.74,10.13,37.68,03.03,62.29,1331.02,1393.31
27025,12915,6.78,20.72,18.03,8.55,1089.42,10956.35,12045.77
27099,19739,7.91,20.49,28.19,5.15,279.55,2508.71,2788.26
27099,16895,4.15,12.43,21.88,4.34,542.11,4223.97,4766.08
27134,10769,08.04,22.68,15.93,9.73,273.7,6766.78,7040.48
27195,13619,3.56,16.94,13.84,5.34,330.1,5061.58,5391.68
27244,15389,19.2,33.14,21.37,7.85,296.26,4945.8,5242.06
27256,11918,14.51,30.99,14.56,7.51,1660.33,7681.81,9342.14
27257,15131,7.75,19.76,15.13,4.15,426.57,4262.11,4688.68
27291,22058,5.18,11.77,42.87,3.12,234.84,2316.86,2551.7
27310,17661,06.05,14.4,35.48,4.91,342.06,5755.67,6097.73
27331,13550,13.76,30.65,13.11,7.5,1996.15,5427.45,7423.6
27334,11777,18.05,31.59,18.53,5.93,1726.58,5293.17,7019.75
27341,11295,11.42,31.89,9.68,7.49,1304.02,6160.26,7464.28
27347,13452,13.74,33.83,14.78,04.09,728.37,5655.22,6383.59
27357,33714,2.12,6.46,47.89,2.92,268.94,3295.32,3564.26
27437,11815,11.05,25.73,16.37,11,644.09,7560.42,8204.51
27537,15905,6.4,21.38,19.23,5.2,597.51,7265.59,7863.1
27557,27935,02.08,5.58,53.74,4.35,144.44,1648.7,1793.14
27591,11329,7.94,23.5,13.67,4.35,438.23,6156.84,6595.07
27596,11255,7.74,18.01,16.73,7.64,483.72,4346.82,4830.54
27603,22642,4.72,14.02,32.62,4.11,71.56,1703.16,1774.72
27610,11477,13.31,30.19,18.3,5.87,1404.47,7778.59,9183.06
27623,10366,8.47,31.19,7.88,8.67,734.61,4672.83,5407.44
27630,14105,6.21,17.79,26.54,04.07,887.29,7276.46,8163.75
27652,15645,4.25,15.69,15.34,5.29,207.47,2133.97,2341.44
27702,16310,3.77,14.05,30.43,3.14,98.95,2315.53,2414.48
27725,16258,3.58,13.13,26.67,4.84,700.63,3604.67,4305.3
27817,19592,6.93,17.95,28.33,4.59,82.59,2574.6,2657.19
27850,6927,49.89,72.05,1.63,12.22,865.9,2670.45,3536.35
27901,26073,3.27,9.41,46.21,2.84,53.7,1908.07,1961.77
27910,14349,6.53,18.36,14.35,5.22,384.08,2482.22,2866.3
27925,9273,9.59,26.65,21.39,8.13,744.75,3930.26,4675.01
27957,18554,6.16,15.79,25.82,3.3,301.31,4038.14,4339.45
27974,25349,2.56,9.5,43.92,3.89,167.41,1674.13,1841.54
28028,34078,1.58,5.15,58.87,2.32,105.23,1918.69,2023.92
28040,30130,4.96,10.33,54.84,3.23,598.56,4270.19,4868.75
28061,40660,1.53,05.01,57.87,2.86,173.3,1753.04,1926.34
28082,12828,6.74,19.14,16.31,6.42,233.06,4017.09,4250.15
28134,8500,14.54,35.82,7.24,14.17,694.37,4129.66,4824.03
28148,16186,7.57,21.98,20.22,5.76,648.56,6648.56,7297.12
28150,20202,2.89,12.3,31.39,4.8,73.07,1633.06,1706.13
28158,13405,06.09,17.09,16.15,6.27,101.26,1386.17,1487.43
28176,28399,1.67,4.96,46.69,3.4,185.69,2386.9,2572.59
28199,16397,5.49,17.05,24.7,03.02,133.87,2996.93,3130.8
28227,16358,5.93,15.88,32.16,5.96,1185.33,8754.78,9940.11
28259,10009,15.88,37.55,10.76,8.34,724.95,4421.48,5146.43
28301,15433,11.46,27.89,23.39,4.21,1122.96,10319.28,11442.24
28334,9298,12.07,32.17,8.59,10.36,506.39,3541.16,4047.55
28434,11530,11.57,31.87,10.12,7.57,1307.21,10938.75,12245.96
28540,12971,11.19,24.65,17.95,7.97,710.78,6471.57,7182.35
28564,12130,14.15,32.9,12.51,5.64,1680.3,12452.37,14132.67
28583,12558,15.7,33.26,14.22,5.89,857.47,5835.9,6693.37
28653,6887,34.49,47.39,12.19,12.14,178.75,5709.91,5888.66
28658,16104,10.82,28.15,20.13,8.57,1227.61,7304.97,8532.58
28695,13984,04.02,13.86,18.46,4.55,367.02,9848.36,10215.38
28700,18193,4.49,13.89,27.01,4.85,226.63,1890.88,2117.51
28703,28516,2.53,07.03,58.16,3.49,58.23,1791.46,1849.69
28716,16044,8.52,24.44,20.44,6.75,1196.34,2631.94,3828.28
28743,8103,20.25,32.16,27.47,10.05,461.98,4768.53,5230.51
28808,22449,3.11,8.55,43.63,3.46,32.29,1443.33,1475.62
28835,9191,4.23,14.11,33.63,6.9,395.81,3517.12,3912.93
28844,14936,12.72,31.55,21.78,6.99,1102.6,6333.16,7435.76
28870,30748,3.91,8.81,53.58,2.99,88.16,2170.08,2258.24
28880,19703,7.27,17.21,32.56,2.34,125.96,2995.85,3121.81
28898,11510,13.93,33.68,8.86,9.27,918.89,8838.5,9757.39
28974,30718,2.13,06.04,58.73,3.48,13.32,1248.38,1261.7
29034,11723,8.37,22.87,17.91,8.53,577.61,8249.35,8826.96
29038,17166,10.72,25.34,22.52,5.4,624.31,2670.85,3295.16
29060,13057,08.02,25.54,9.32,6.17,268.19,3457.74,3725.93
29092,17898,2.36,8.46,40.16,2.55,122.91,3126.97,3249.88
29101,10337,5.7,17.14,12.18,6.17,824.52,5738.22,6562.74
29105,18749,4.83,12.47,35.13,4.28,495.28,2294.89,2790.17
29115,10230,16.05,33.58,13.44,7.58,1318.22,7522.8,8841.02
29151,26327,2.98,8.78,52.49,04.05,103.65,2753.13,2856.78
29188,14665,03.06,9.23,29.04,4.24,242.12,3514.55,3756.67
29202,19526,03.09,10.57,35.12,03.09,291.69,2860.66,3152.35
29208,19668,8.71,20.02,24.89,3.44,78.65,3553.11,3631.76
29281,8883,28.35,47.5,8.91,17,1230.71,6658.21,7888.92
29344,16946,2.8,09.09,30.13,04.01,218.59,6167.51,6386.1
29387,13514,5.78,19.75,19.03,4.95,787.17,7391.62,8178.79
29462,11444,06.01,18.95,12.44,6.9,234.92,8645.79,8880.71
29541,9213,4.78,13.3,50.16,4.9,352.88,7276.96,7629.84
29563,9666,22.88,39.22,12.49,12.79,589.14,7149.43,7738.57
29603,16990,3.83,13.71,24.97,5.47,227.32,3309.49,3536.81
29696,11031,20.22,41.29,7.73,5.85,474.31,3214.43,3688.74
29721,18875,4.72,15.77,26.17,4.21,142.7,4091.83,4234.53
29764,11620,8.92,28.83,9.53,8.71,290.39,6771.38,7061.77
29802,17617,4.46,15.77,24.19,4.16,190.95,2756.14,2947.09
29809,10440,15.95,30.6,13.39,9.38,878.94,4994.55,5873.49
29813,12831,16.43,30.88,22.54,6.17,1678.68,8987.86,10666.54
29841,18888,7.43,18.96,25.68,3.5,204.28,2263.52,2467.8
29885,7474,32.85,43.81,19.38,12.69,492.4,6546.48,7038.88
29925,12812,13.87,34.43,18.07,9.74,2594.03,9360.21,11954.24
29941,11837,13.03,29.94,13.68,3.56,178.31,3787.76,3966.07
30013,11566,4.7,15.5,18.17,6.6,533.46,5551.44,6084.9
30050,11931,08.03,23.89,13.36,5.62,1201.23,10253.77,11455
30085,13331,14.2,30.39,12.98,6.24,1231.81,5445.74,6677.55
30087,14016,7.98,24.15,17.48,5.37,494.37,2730.2,3224.57
30093,17163,4.51,15.28,21.81,6.41,206.47,3229.34,3435.81
30108,18931,3.14,9.74,41.75,1.97,147.79,4129.36,4277.15
30159,17932,3.66,10.8,32.3,03.09,129.64,3463.15,3592.79
30206,12527,13.67,31.05,18.83,6.37,796.75,6308.9,7105.65
30250,14789,5.6,17.66,20.9,2.94,74,2429.14,2503.14
30270,23248,2.69,10.1,37.11,2.55,103.28,2149.5,2252.78
30326,11973,17.74,36.57,17.51,7.38,1884.24,9160.57,11044.81
30354,12265,18.61,33.81,17.07,5.58,878.96,4497.01,5375.97
30491,12803,13.83,29.64,14.18,8.43,997.03,6857.05,7854.08
30495,9790,19.02,37.41,12.55,8.38,1450.47,3980.07,5430.54
30510,22176,2.73,9.54,42.39,4.73,186.52,2045.4,2231.92
30533,16029,5.82,17.7,21.18,3.8,80.5,1236.48,1316.98
30544,18093,3.23,12,29.36,4.11,275.58,4729.9,5005.48
30548,22418,6.64,18.7,30.35,3.76,79.76,1885.47,1965.23
30576,27946,1.1,3.44,53.93,03.01,136.4,2570.87,2707.27
30601,14914,4.62,15.17,18.13,3.91,271.52,3533.11,3804.63
30625,16691,9.51,21.84,17.02,5.21,80.73,2676.96,2757.69
30685,14083,08.03,23.94,21.88,4.5,300,7305.07,7605.07
30705,7522,34.33,47.24,11.12,13.78,302.47,5236.28,5538.75
30707,11607,10.3,23.15,28.68,4.6,151.78,4264.75,4416.53
30744,20868,2.28,9.76,31.01,3.28,194.55,3842.41,4036.96
30831,32708,1.69,7.37,60.99,3.94,404.15,3865.46,4269.61
30843,14665,4.33,13.78,18.34,8.62,742.54,5712.28,6454.82
30872,9478,11.46,27.22,26.03,7.18,689.27,4280.9,4970.17
30897,11283,13.25,29.01,11.94,09.04,676.45,5294.44,5970.89
30897,18622,4.66,15.42,27.15,3.94,261.47,3849.97,4111.44
30923,12764,6.79,14.97,22.12,04.03,184.77,3181.33,3366.1
30981,19158,5.7,15.33,34.13,3.92,447.45,8474.42,8921.87
30996,16950,11.11,32.08,14.08,7.32,1938.43,6814.07,8752.5
31007,10952,9.36,30.64,8.19,8.98,264.07,4088.32,4352.39
31083,14566,9.2,25.57,14.17,5.7,125.06,2379.35,2504.41
31099,10422,30.14,46.41,10.66,10.99,1513.08,7255.36,8768.44
